Country name,Year,Shock Category,Shock Type,count
Albania,1988,GEOPHYSICAL,Earthquake,1
Albania,1989,CLIMATIC,Drought,1
Albania,1990,CONFLICTS,Terrorist attack,1
Albania,1991,CONFLICTS,Terrorist attack,1
Albania,1991,ECOLOGICAL,Aquaculture,1
Albania,1991,ECOLOGICAL,Fisheries,1
Albania,1991,ECONOMIC,Currency Crises,1
Albania,1991,TECHNOLOGICAL,Fire (Industrial),1
Albania,1992,CLIMATIC,Flood,1
Albania,1992,CONFLICTS,Terrorist attack,3
Albania,1992,ECOLOGICAL,Crops,1
Albania,1992,ECONOMIC,Currency Crises,1
Albania,1993,CONFLICTS,Terrorist attack,2
Albania,1993,ECONOMIC,Currency Crises,1
Albania,1994,CONFLICTS,Terrorist attack,2
Albania,1994,ECONOMIC,Banking Crises,1
Albania,1994,ECONOMIC,Currency Crises,1
Albania,1995,CLIMATIC,Flood,2
Albania,1995,ECONOMIC,Currency Crises,1
Albania,1996,CONFLICTS,Terrorist attack,6
Albania,1996,ECOLOGICAL,Infectious disease,1
Albania,1996,ECONOMIC,Currency Crises,1
Albania,1997,CLIMATIC,Flood,1
Albania,1997,CONFLICTS,Terrorist attack,41
Albania,1997,ECONOMIC,Currency Crises,1
Albania,1997,ECONOMIC,Debt Crises,1
Albania,1998,CONFLICTS,Terrorist attack,7
Albania,1998,ECONOMIC,Currency Crises,1
Albania,1998,GEOPHYSICAL,Earthquake,1
Albania,1999,CONFLICTS,Terrorist attack,3
Albania,1999,ECONOMIC,Currency Crises,1
Albania,2000,CONFLICTS,Terrorist attack,2
Albania,2000,ECONOMIC,Currency Crises,1
Albania,2001,CONFLICTS,Terrorist attack,1
Albania,2001,ECONOMIC,Currency Crises,1
Albania,2002,CLIMATIC,Flood,1
Albania,2002,CLIMATIC,Storm,1
Albania,2002,ECONOMIC,Currency Crises,1
Albania,2003,CONFLICTS,Terrorist attack,1
Albania,2004,CLIMATIC,Extreme temperature,1
Albania,2004,CLIMATIC,Flood,1
Albania,2004,CONFLICTS,Intrastate conflict,1
Albania,2004,TECHNOLOGICAL,Road,1
Albania,2005,CLIMATIC,Flood,1
Albania,2005,CLIMATIC,Storm,1
Albania,2005,CONFLICTS,Intrastate conflict,1
Albania,2006,CONFLICTS,Intrastate conflict,1
Albania,2007,CLIMATIC,Extreme temperature,1
Albania,2007,CLIMATIC,Wildfire,1
Albania,2007,CONFLICTS,Intrastate conflict,1
Albania,2008,CONFLICTS,Intrastate conflict,1
Albania,2008,TECHNOLOGICAL,Explosion (Miscellaneous),1
Albania,2008,TECHNOLOGICAL,Water,1
Albania,2009,CLIMATIC,Flood,1
Albania,2009,CONFLICTS,Intrastate conflict,1
Albania,2009,CONFLICTS,Terrorist attack,1
Albania,2009,ECOLOGICAL,Infectious disease,1
Albania,2009,GEOPHYSICAL,Earthquake,1
Albania,2010,CLIMATIC,Flood,1
Albania,2010,CONFLICTS,Intrastate conflict,1
Albania,2010,TECHNOLOGICAL,Road,1
Albania,2011,CONFLICTS,Intrastate conflict,1
Albania,2011,ECOLOGICAL,Infectious disease,1
Albania,2012,CLIMATIC,Extreme temperature,1
Albania,2012,CONFLICTS,Intrastate conflict,1
Albania,2012,TECHNOLOGICAL,Road,1
Albania,2013,CONFLICTS,Intrastate conflict,1
Albania,2013,CONFLICTS,Terrorist attack,1
Algeria,1972,CONFLICTS,Terrorist attack,1
Algeria,1973,CLIMATIC,Flood,1
Algeria,1974,CLIMATIC,Flood,1
Algeria,1976,CONFLICTS,Intrastate conflict,1
Algeria,1976,CONFLICTS,Terrorist attack,1
Algeria,1978,CONFLICTS,Terrorist attack,1
Algeria,1979,CLIMATIC,Flood,1
Algeria,1979,CONFLICTS,Terrorist attack,1
Algeria,1980,GEOPHYSICAL,Earthquake,1
Algeria,1981,CLIMATIC,Drought,1
Algeria,1981,CLIMATIC,Flood,1
Algeria,1982,CLIMATIC,Flood,1
Algeria,1982,TECHNOLOGICAL,Collapse (Miscellaneous),1
Algeria,1982,TECHNOLOGICAL,Rail,1
Algeria,1984,CLIMATIC,Flood,1
Algeria,1985,CLIMATIC,Flood,1
Algeria,1985,GEOPHYSICAL,Earthquake,1
Algeria,1987,ECOLOGICAL,Infestation,1
Algeria,1987,GEOPHYSICAL,Earthquake,1
Algeria,1987,TECHNOLOGICAL,Road,1
Algeria,1988,CLIMATIC,Storm,1
Algeria,1988,ECOLOGICAL,Infestation,1
Algeria,1988,ECONOMIC,Currency Crises,1
Algeria,1988,GEOPHYSICAL,Earthquake,1
Algeria,1989,GEOPHYSICAL,Earthquake,1
Algeria,1989,TECHNOLOGICAL,Water,1
Algeria,1990,CONFLICTS,Terrorist attack,2
Algeria,1990,ECONOMIC,Banking Crises,1
Algeria,1990,ECONOMIC,Currency Crises,1
Algeria,1990,TECHNOLOGICAL,Miscellaneous accident (General),1
Algeria,1991,CONFLICTS,Intrastate conflict,1
Algeria,1991,CONFLICTS,Terrorist attack,30
Algeria,1991,ECOLOGICAL,Infectious disease,1
Algeria,1991,ECONOMIC,Banking Crises,1
Algeria,1991,ECONOMIC,Currency Crises,1
Algeria,1991,ECONOMIC,Debt Crises,1
Algeria,1992,CLIMATIC,Flood,1
Algeria,1992,CONFLICTS,Intrastate conflict,1
Algeria,1992,CONFLICTS,Terrorist attack,215
Algeria,1992,ECONOMIC,Banking Crises,1
Algeria,1992,ECONOMIC,Currency Crises,1
Algeria,1992,GEOPHYSICAL,Earthquake,1
Algeria,1992,TECHNOLOGICAL,Road,1
Algeria,1993,CLIMATIC,Flood,1
Algeria,1993,CLIMATIC,Mass movement (wet),1
Algeria,1993,CONFLICTS,Intrastate conflict,1
Algeria,1993,CONFLICTS,Terrorist attack,311
Algeria,1993,ECONOMIC,Banking Crises,1
Algeria,1993,ECONOMIC,Currency Crises,1
Algeria,1994,CLIMATIC,Flood,2
Algeria,1994,CLIMATIC,Wildfire,1
Algeria,1994,CONFLICTS,Intrastate conflict,1
Algeria,1994,CONFLICTS,Terrorist attack,227
Algeria,1994,ECONOMIC,Banking Crises,1
Algeria,1994,ECONOMIC,Currency Crises,1
Algeria,1994,ECONOMIC,Debt Crises,1
Algeria,1994,GEOPHYSICAL,Earthquake,1
Algeria,1994,TECHNOLOGICAL,Rail,1
Algeria,1995,CONFLICTS,Intrastate conflict,1
Algeria,1995,CONFLICTS,Terrorist attack,185
Algeria,1995,ECONOMIC,Currency Crises,1
Algeria,1995,TECHNOLOGICAL,Collapse (Miscellaneous),1
Algeria,1996,CLIMATIC,Flood,1
Algeria,1996,CONFLICTS,Intrastate conflict,1
Algeria,1996,CONFLICTS,Terrorist attack,129
Algeria,1996,ECOLOGICAL,Infectious disease,1
Algeria,1996,ECONOMIC,Currency Crises,1
Algeria,1996,TECHNOLOGICAL,Rail,1
Algeria,1997,CLIMATIC,Flood,1
Algeria,1997,CONFLICTS,Intrastate conflict,1
Algeria,1997,CONFLICTS,Terrorist attack,344
Algeria,1997,ECONOMIC,Currency Crises,1
Algeria,1998,CONFLICTS,Intrastate conflict,1
Algeria,1998,CONFLICTS,Terrorist attack,151
Algeria,1998,ECONOMIC,Currency Crises,1
Algeria,1999,CLIMATIC,Flood,1
Algeria,1999,CONFLICTS,Intrastate conflict,1
Algeria,1999,CONFLICTS,Terrorist attack,106
Algeria,1999,GEOPHYSICAL,Earthquake,1
Algeria,1999,TECHNOLOGICAL,Road,1
Algeria,2000,CLIMATIC,Flood,4
Algeria,2000,CLIMATIC,Storm,1
Algeria,2000,CONFLICTS,Intrastate conflict,1
Algeria,2000,CONFLICTS,Terrorist attack,138
Algeria,2000,TECHNOLOGICAL,Road,1
Algeria,2001,CLIMATIC,Flood,1
Algeria,2001,CONFLICTS,Intrastate conflict,1
Algeria,2001,CONFLICTS,Terrorist attack,113
Algeria,2002,CLIMATIC,Flood,3
Algeria,2002,CONFLICTS,Intrastate conflict,1
Algeria,2002,CONFLICTS,Terrorist attack,132
Algeria,2002,TECHNOLOGICAL,Explosion (Miscellaneous),1
Algeria,2002,TECHNOLOGICAL,Fire (Miscellaneous),1
Algeria,2002,TECHNOLOGICAL,Road,2
Algeria,2002,TECHNOLOGICAL,Water,2
Algeria,2003,CLIMATIC,Extreme temperature,1
Algeria,2003,CLIMATIC,Flood,3
Algeria,2003,CLIMATIC,Storm,1
Algeria,2003,CONFLICTS,Intrastate conflict,1
Algeria,2003,CONFLICTS,Terrorist attack,75
Algeria,2003,ECOLOGICAL,Infectious disease,1
Algeria,2003,GEOPHYSICAL,Earthquake,2
Algeria,2003,TECHNOLOGICAL,Air,2
Algeria,2003,TECHNOLOGICAL,Road,3
Algeria,2004,CLIMATIC,Flood,2
Algeria,2004,CONFLICTS,Intrastate conflict,1
Algeria,2004,CONFLICTS,Terrorist attack,67
Algeria,2004,ECOLOGICAL,Infectious disease,1
Algeria,2004,GEOPHYSICAL,Earthquake,2
Algeria,2004,TECHNOLOGICAL,Explosion (Industrial),1
Algeria,2004,TECHNOLOGICAL,Explosion (Miscellaneous),1
Algeria,2004,TECHNOLOGICAL,Road,3
Algeria,2005,CLIMATIC,Flood,2
Algeria,2005,CLIMATIC,Storm,1
Algeria,2005,CONFLICTS,Intrastate conflict,1
Algeria,2005,CONFLICTS,Terrorist attack,104
Algeria,2005,TECHNOLOGICAL,Road,2
Algeria,2006,CLIMATIC,Flood,1
Algeria,2006,CONFLICTS,Intrastate conflict,1
Algeria,2006,CONFLICTS,Terrorist attack,152
Algeria,2006,GEOPHYSICAL,Earthquake,1
Algeria,2006,TECHNOLOGICAL,Road,2
Algeria,2007,CLIMATIC,Flood,6
Algeria,2007,CLIMATIC,Wildfire,1
Algeria,2007,CONFLICTS,Intrastate conflict,1
Algeria,2007,CONFLICTS,Terrorist attack,124
Algeria,2007,ECOLOGICAL,Aquaculture,1
Algeria,2008,CLIMATIC,Flood,1
Algeria,2008,CONFLICTS,Intrastate conflict,1
Algeria,2008,CONFLICTS,Terrorist attack,107
Algeria,2008,TECHNOLOGICAL,Road,2
Algeria,2009,CLIMATIC,Flood,2
Algeria,2009,CONFLICTS,Intrastate conflict,1
Algeria,2009,CONFLICTS,Terrorist attack,108
Algeria,2009,ECOLOGICAL,Infectious disease,1
Algeria,2009,TECHNOLOGICAL,Road,3
Algeria,2009,TECHNOLOGICAL,Water,1
Algeria,2010,CONFLICTS,Intrastate conflict,1
Algeria,2010,CONFLICTS,Terrorist attack,100
Algeria,2010,TECHNOLOGICAL,Road,2
Algeria,2011,CLIMATIC,Flood,1
Algeria,2011,CONFLICTS,Intrastate conflict,1
Algeria,2011,CONFLICTS,Terrorist attack,15
Algeria,2012,CLIMATIC,Flood,2
Algeria,2012,CONFLICTS,Intrastate conflict,1
Algeria,2012,CONFLICTS,Terrorist attack,41
Algeria,2012,TECHNOLOGICAL,Road,1
Algeria,2013,CONFLICTS,Intrastate conflict,1
Algeria,2013,CONFLICTS,Terrorist attack,22
American Samoa,1989,CLIMATIC,Storm,1
American Samoa,2003,CLIMATIC,Flood,1
American Samoa,2004,CLIMATIC,Storm,1
American Samoa,2005,CLIMATIC,Storm,1
American Samoa,2009,ECOLOGICAL,Infectious disease,1
American Samoa,2009,GEOPHYSICAL,Earthquake,1
Andorra,1974,CONFLICTS,Terrorist attack,1
Andorra,2009,ECOLOGICAL,Infectious disease,1
Angola,1970,CONFLICTS,Extrasystemic conflict,1
Angola,1971,CONFLICTS,Extrasystemic conflict,1
Angola,1972,CONFLICTS,Extrasystemic conflict,1
Angola,1973,CONFLICTS,Extrasystemic conflict,1
Angola,1974,CONFLICTS,Extrasystemic conflict,1
Angola,1975,CONFLICTS,Intrastate conflict,1
Angola,1975,ECOLOGICAL,Fisheries,1
Angola,1976,CONFLICTS,Intrastate conflict,1
Angola,1977,CONFLICTS,Intrastate conflict,1
Angola,1977,CONFLICTS,Terrorist attack,1
Angola,1978,CONFLICTS,Intrastate conflict,1
Angola,1978,CONFLICTS,Terrorist attack,2
Angola,1979,CONFLICTS,Intrastate conflict,1
Angola,1979,CONFLICTS,Terrorist attack,3
Angola,1980,CONFLICTS,Intrastate conflict,1
Angola,1981,CLIMATIC,Drought,1
Angola,1981,CONFLICTS,Intrastate conflict,1
Angola,1981,CONFLICTS,Terrorist attack,1
Angola,1982,CONFLICTS,Intrastate conflict,1
Angola,1982,CONFLICTS,Terrorist attack,2
Angola,1983,CONFLICTS,Intrastate conflict,1
Angola,1983,CONFLICTS,Terrorist attack,7
Angola,1983,TECHNOLOGICAL,Air,1
Angola,1984,CONFLICTS,Intrastate conflict,1
Angola,1984,CONFLICTS,Terrorist attack,11
Angola,1985,CLIMATIC,Drought,1
Angola,1985,CONFLICTS,Intrastate conflict,1
Angola,1985,CONFLICTS,Terrorist attack,6
Angola,1986,CONFLICTS,Intrastate conflict,1
Angola,1986,CONFLICTS,Terrorist attack,5
Angola,1987,CONFLICTS,Intrastate conflict,1
Angola,1987,CONFLICTS,Terrorist attack,3
Angola,1987,ECOLOGICAL,Infectious disease,1
Angola,1988,CONFLICTS,Intrastate conflict,1
Angola,1988,CONFLICTS,Terrorist attack,12
Angola,1988,TECHNOLOGICAL,Air,1
Angola,1989,CLIMATIC,Drought,1
Angola,1989,CLIMATIC,Flood,1
Angola,1989,CONFLICTS,Intrastate conflict,1
Angola,1989,CONFLICTS,Terrorist attack,12
Angola,1989,ECOLOGICAL,Infectious disease,1
Angola,1989,ECONOMIC,Currency Crises,1
Angola,1990,CONFLICTS,Intrastate conflict,1
Angola,1990,CONFLICTS,Terrorist attack,205
Angola,1990,ECONOMIC,Currency Crises,1
Angola,1990,TECHNOLOGICAL,Air,1
Angola,1990,TECHNOLOGICAL,Road,1
Angola,1991,CONFLICTS,Intrastate conflict,2
Angola,1991,CONFLICTS,Terrorist attack,16
Angola,1991,ECONOMIC,Currency Crises,1
Angola,1991,ECONOMIC,Debt Crises,1
Angola,1991,TECHNOLOGICAL,Air,2
Angola,1992,CONFLICTS,Intrastate conflict,2
Angola,1992,CONFLICTS,Terrorist attack,50
Angola,1992,ECONOMIC,Currency Crises,1
Angola,1992,ECONOMIC,Debt Crises,1
Angola,1992,TECHNOLOGICAL,Road,1
Angola,1993,CONFLICTS,Intrastate conflict,1
Angola,1993,CONFLICTS,Terrorist attack,34
Angola,1993,ECONOMIC,Currency Crises,1
Angola,1993,ECONOMIC,Debt Crises,1
Angola,1994,CONFLICTS,Intrastate conflict,2
Angola,1994,CONFLICTS,Terrorist attack,9
Angola,1994,ECONOMIC,Currency Crises,1
Angola,1994,ECONOMIC,Debt Crises,1
Angola,1994,TECHNOLOGICAL,Rail,1
Angola,1995,CONFLICTS,Intrastate conflict,2
Angola,1995,CONFLICTS,Terrorist attack,10
Angola,1995,ECOLOGICAL,Infectious disease,1
Angola,1995,ECONOMIC,Currency Crises,1
Angola,1995,ECONOMIC,Debt Crises,1
Angola,1995,TECHNOLOGICAL,Air,2
Angola,1995,TECHNOLOGICAL,Water,1
Angola,1996,CONFLICTS,Intrastate conflict,1
Angola,1996,CONFLICTS,Terrorist attack,4
Angola,1996,ECOLOGICAL,Infectious disease,1
Angola,1996,ECONOMIC,Currency Crises,1
Angola,1996,ECONOMIC,Debt Crises,1
Angola,1997,CLIMATIC,Drought,1
Angola,1997,CONFLICTS,Intrastate conflict,1
Angola,1997,CONFLICTS,Intrastate conflict,1
Angola,1997,CONFLICTS,Terrorist attack,7
Angola,1997,ECONOMIC,Currency Crises,1
Angola,1997,ECONOMIC,Debt Crises,1
Angola,1998,CONFLICTS,Intrastate conflict,1
Angola,1998,CONFLICTS,Intrastate conflict,2
Angola,1998,CONFLICTS,Terrorist attack,20
Angola,1998,ECOLOGICAL,Infectious disease,1
Angola,1998,ECONOMIC,Currency Crises,1
Angola,1998,ECONOMIC,Debt Crises,1
Angola,1998,TECHNOLOGICAL,Air,1
Angola,1999,CONFLICTS,Intrastate conflict,1
Angola,1999,CONFLICTS,Terrorist attack,34
Angola,1999,ECOLOGICAL,Infectious disease,2
Angola,1999,ECONOMIC,Currency Crises,1
Angola,1999,ECONOMIC,Debt Crises,1
Angola,1999,TECHNOLOGICAL,Air,1
Angola,2000,CLIMATIC,Flood,4
Angola,2000,CLIMATIC,Mass movement (wet),1
Angola,2000,CONFLICTS,Intrastate conflict,1
Angola,2000,CONFLICTS,Terrorist attack,22
Angola,2000,ECONOMIC,Currency Crises,1
Angola,2000,TECHNOLOGICAL,Air,3
